KEYS,en,chn
S95L3,"We did indeed feel your formidable strength in this battle, which gave us a deeper understanding of your abilities. We never underestimated your power, nor did we ever intend to confront you. The reason we came here is not to make enemies with you, but for the possibility of returning to our homeland. Through our previous conversation, we know that you are a wise and far-sighted existence. Therefore, we sincerely hope to sit down with you and discuss how we can achieve mutual benefit and win-win results. We respect your strength and wisdom and hope to receive your support and assistance. Let's explore together and find the best solution",我们确实在这场战斗中感受到了你强大的实力， 这让我们对你的能力有了更深刻的认识。我们从未低估过你的力量， 也从未有过与你叫板的意图。我们之所以来到这里， 并非是为了与你为敌， 而是为了返回故乡的可能。通过刚才的对话， 我们知道， 你是一个明智而富有远见的存在。因此， 我们真诚地希望能够与你坐下来， 共同商讨如何能够互利共赢。我们尊重你的实力和智慧， 也希望能够得到你的支持和帮助。请让我们一起探讨， 寻找最佳的解决方案
S95L4,"Ah, this is at least a human word. The ant stood there just now should keep silent.",呼， 这好歹算是句人话， 刚才那只蝼蚁就不要说话了
S95L5,Vermin! Who are you talking about?,爬虫！你说谁？
S95L6,"It opened its mouth wide, facing the porthole, and roared angrily, Ant, if you dare to call me a vermin again next time, I'll eat you!",只见它张大了嘴， 面对着舷窗， 怒吼道：蝼蚁， 下次你再敢叫我爬虫， 我就吃了你！
S95L7,Forestwise trembled and rarely neither rebutted nor scolded. You took a closer look and saw that his pupils had lost focus,森睿的身躯抖了抖， 罕见地没有反驳或怒斥， 你定睛一看， 他的瞳孔已然失焦
S95L8,"I gave him a mental shock. He won't interfere with our conversation anymore. Luna, in addition, considering his insult to me earlier, there is no technological assistance anymore, tell him this when he wakes up. After all, Planet WisdomScript was destroyed by the WisdomScript tribe itself, and it took me and Wisdom Nexus nearly two hundred years to restore its vitality. Whether to give or not give assistance to WisdomScript tribe depends entirely on my mood, and I'm in a bad mood now and don't want to see anyone from the WisdomScript tribe anymore. You can leave now",我对他进行了一次精神冲击， 接下来他不会影响我们的谈话了。露娜， 另外鉴于刚才他对我的羞辱， 之前的科技援助也没有， 等他醒了把这个告诉他。毕竟智翰星是智翰族自己弄坏的， 经过了我和智枢近两百年的努力才恢复生机， 给或者不给智翰族援助全看我的心情， 而我现在心情很差， 不想再见到智翰族的任何人了， 你们走吧
S95L9,"Although the disaster may be related to the WisdomScript tribe, please understand that no one in our tribe desired such a result. Therefore, it is indeed difficult for us to accept that we are prevented from returning to Planet WisdomScript solely because of this incident",尽管那场灾难可能与由智翰族有关， 但请理解， 我们族中无人企盼这样的结果。因此， 仅仅因为这一事件就阻止我们返回智翰星， 确实让我们难以接受
S95L10,"Alas, the actual situation may be very different from what you expected. According to the data collected by me and the WisdomScript tribe over the past two hundred years, all problems originated from the WisdomScript tribe's Wisdomw-784 gene serum, which can significantly enhance human brains. It was highly praised when it first came out, and injecting this potion became a trend. Most scientists from the WisdomScript tribe have injected this potion",唉， 实际情况可能和你预期的很不一样， 根据我和智枢这两百年整理的资料显示， 一切问题起源于智翰族的智识784号基因药剂， 这是一种可以较大幅度提升人脑的药剂， 当时一经问世便备受推崇， 注射这种药剂蔚然成风， 整个智翰族的科学家们基本都注射过这支药剂
S95L11,This……Is it related to the disaster our tribe experienced and the reason why we cannot return to Planet WisdomScript?,这……这与我族经历的灾难和不能返回智翰星的原因有关吗？
S95L12,"You can say that. Later, when scientists realized that the hidden side effects of this potion could cause people to suffer from mental illnesses, some crazy scientists had already conducted experiments beyond reason. They aggressively spread the gene mutation-inducing potion across the entire planet, causing severe mutations and loss of rationality in a large number of life forms. At the same time, the control logic of newly produced machineries was also tampered with and destroyed by someone with ulterior motives, leading to serious damage to the planet by uncontrolled experimental subjects and machines. Most of the achievements of the planetary civilization were destroyed and buried, and the planet became a dead zone",可以这么说， 后来当科学家们意识到这支药剂隐晦的副作用会使人患上精神疾病时， 一些疯狂的科学家已经进行了超越常理的实验。他们激进地向整个星球播撒引导基因突变的药剂， 大量生命体发生了严重的突变失去了理智。同时， 新生产的各种机械的控制逻辑也被有心人进行了篡改和破坏， 失去了控制的实验体和机械对星球造成了严重的破坏， 整个星球文明的大部分成果被破坏和掩埋了， 星球变为了死域
S95L13,"There are such hidden details, but why did they have such great power? This is an entire planet!",居然有这样的隐情， 但他们为什么能有这么大的能量？这可是一整颗星球啊！
S95L14,"Because they were researchers from the Cosmic Life Project, whose goal was to study how to evolve the WisdomScript tribe into cosmic life, but progress was slow. Subsequently, under pressure from various parties, they decided to take risks and mobilize a large amount of resources for a high-stakes gamble, and you have seen the consequences. Therefore, whenever I think about the fact that your bloodstreams are tainted with genetically contaminated blood, which may have various hidden side effects, I feel anxious and worried. I will not allow any of you to return to Planet WisdomScript because I cannot trust you.",因为他们是宇宙生命项目的科研人员， 这个项目的目标是研究如何让智翰族进化成宇宙生命， 但是进展缓慢。随后在各方的压力下， 他们决定铤而走险， 调动了大量的资源进行了一场豪赌， 而后果你也看到了。因此， 一想起你们的血管中流着被基因药剂污染过的血， 可能有各种各样潜藏的副作用， 我便焦虑担忧， 我不会允许你们中的任何人返回智翰星的， 因为我无法信任你们
